"Avibase.ID","spname","Species","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments","gbif_dwnld_type","cleaned_records","maxTtol_K0.1","minTtol_K0.1","maxTtol_celcius","minTtol_celcius"
"AVIBASE-989B57D8","Chamaea fasciata","Chamaea fasciata","9/27/2022",2493558,506313,506283,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493558&occurrence_status=present","manual",338390,3121,2620.2,38.95,-11.13
"AVIBASE-1FFFEF4E","Charadrius montanus","Charadrius montanus","9/24/2022",2480292,17337,17325,NA,"code",15871,3169.6,2541.8,43.81,-18.97
"AVIBASE-20BE9DF1","Charadrius morinellus","Charadrius morinellus","9/24/2022",2480281,59401,56691,NA,"code",45933,3168,2375.8,43.65,-35.57
"AVIBASE-BCF9A19A","Charadrius vociferus","Charadrius vociferus","9/27/2022",2480320,6392564,6391957,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480320&occurrence_status=present","manual",2565215,3183,2420,45.15,-31.15
"AVIBASE-115AF02D","Chlidonias niger","Chlidonias niger","9/27/2022",2481119,522221,517236,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481119&occurrence_status=present","manual",220081,3189.4,2409.4,45.79,-32.21
"AVIBASE-78509A5D","Chondestes grammacus","Chondestes grammacus","9/27/2022",2491651,691075,691014,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491651&occurrence_status=present","manual",280260,3174.2,2465.8,44.27,-26.57
"AVIBASE-9690689D","Chordeiles acutipennis","Chordeiles acutipennis","9/27/2022",2497052,102396,102355,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497052&occurrence_status=present","manual",23772,3179,2627.8,44.75,-10.3699999999999
"AVIBASE-24E39ACD","Chordeiles minor","Chordeiles minor","9/27/2022",2497035,654472,654359,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497035&occurrence_status=present","manual",324282,3165.8,2428.4,43.4300000000001,-30.31
"AVIBASE-A5EC8BF5","Cinclus mexicanus","Cinclus mexicanus","9/27/2022",9606873,158490,158467,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9606873&occurrence_status=present","manual",153046,3120.8,2426.6,38.9300000000001,-30.49
"AVIBASE-F558C7F9","Circus cyaneus","Circus cyaneus","9/27/2022",2480487,3452590,3448507,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480487&occurrence_status=present","manual",1736713,3198.6,2350.4,46.71,-38.11
"AVIBASE-A091D50A","Circus hudsonius","Circus hudsonius","9/27/2022",6101217,2635739,2635711,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6101217&occurrence_status=present","manual",984619,3181.8,2384.8,45.03,-34.67
"AVIBASE-787E0536","Cistothorus palustris","Cistothorus palustris","9/27/2022",2493863,1375445,1375394,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493863&occurrence_status=present","manual",1067315,3183,2459.8,45.15,-27.17
"AVIBASE-CB4C1514","Cistothorus platensis","Cistothorus platensis","9/27/2022",2493890,262627,262602,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493890&occurrence_status=present","manual",121250,3113.4,2486.4,38.1900000000001,-24.51
"AVIBASE-AF0C7BDE","Clangula hyemalis","Clangula hyemalis","9/27/2022",2498273,1067601,1064987,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498273&occurrence_status=present","manual",529793,3176.2,2327.6,44.47,-40.39
"AVIBASE-C6B5497C","Coccothraustes vespertinus","Coccothraustes vespertinus","9/27/2022",2494321,556416,556398,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494321&occurrence_status=present","manual",523716,3166.2,2441.6,43.47,-28.99
"AVIBASE-0CF12F81","Coccyzus americanus","Coccyzus americanus","9/27/2022",2496287,919155,919015,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2496287&occurrence_status=present","manual",646036,3171.4,2521.4,43.99,-21.01
"AVIBASE-41E9F54B","Coccyzus erythropthalmus","Coccyzus erythropthalmus","9/27/2022",2496286,189153,189132,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2496286","manual",82417,3114,2508.8,38.25,-22.27
"AVIBASE-75600969","Colaptes auratus","Colaptes auratus","9/27/2022",2478259,9409776,9409533,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478259&occurrence_status=present","manual",4769474,3182.6,2397,45.11,-33.45
"AVIBASE-28E5D551","Colaptes chrysoides","Colaptes chrysoides","9/24/2022",2478248,58854,58846,NA,"code",57312,3162,2670.6,43.05,-6.08999999999997
"AVIBASE-91CCBC71","Colinus virginianus","Colinus virginianus","9/27/2022",9791464,355055,352418,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9791464&occurrence_status=present","manual",282278,3112.6,2578.8,38.11,-15.27
"AVIBASE-BBA263C2","Columba livia","Columba livia","9/27/2022",2495414,9234579,9224777,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495414&occurrence_status=present","manual",3955910,3199,2331.8,46.75,-39.97
"AVIBASE-BFE74235","Columbina inca","Columbina inca","9/27/2022",2495863,589602,589562,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495863&occurrence_status=present","manual",345102,3178.2,2576.2,44.67,-15.53
"AVIBASE-F9AED548","Columbina passerina","Columbina passerina","9/27/2022",2495869,623941,623768,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495869&occurrence_status=present","manual",389526,3170.2,2573.2,43.87,-15.83
"AVIBASE-951C150C","Contopus cooperi","Contopus cooperi","9/27/2022",5229743,373421,373380,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229743&occurrence_status=present","manual",258572,3170.2,2414.4,43.87,-31.71
"AVIBASE-F6CA75F0","Contopus sordidulus","Contopus sordidulus","9/27/2022",5229754,851860,851672,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229754&occurrence_status=present","manual",614885,3181.8,2428.4,45.03,-30.31
"AVIBASE-9891BF73","Contopus virens","Contopus virens","9/27/2022",5229734,2292843,2292782,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229734&occurrence_status=present","manual",1173988,3121,2504.8,38.95,-22.67
"AVIBASE-4FF7DE80","Coragyps atratus","Coragyps atratus","9/27/2022",2481942,3822829,3822211,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481942&occurrence_status=present","manual",1824100,3151.2,2494.8,41.97,-23.67
"AVIBASE-69544B59","Corvus brachyrhynchos","Corvus brachyrhynchos","9/27/2022",2482507,18286252,18285975,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482507&occurrence_status=present","manual",8212695,3181.4,2427.2,44.99,-30.43
"AVIBASE-43E56D2C","Corvus brachyrhynchos / ossifragus","Corvus ossifragus","9/27/2022",2482481,2073054,2073044,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482481&occurrence_status=present","manual",570586,3077.4,2584.6,34.59,-14.69
"AVIBASE-B9B272F4","Corvus corax","Corvus corax","9/27/2022",2482492,7484161,7479509,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482492&occurrence_status=present","manual",3235814,3189.6,2324,45.81,-40.75
"AVIBASE-F3B84E07","Corvus cryptoleucus","Corvus cryptoleucus","9/27/2022",2482500,101127,101122,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482500&occurrence_status=present","manual",81644,3135.8,2578.4,40.4300000000001,-15.3099999999999
"AVIBASE-2B100B36","Coturnicops noveboracensis","Coturnicops noveboracensis","9/24/2022",5228183,13637,13632,NA,"code",9314,3083,2440.4,35.15,-29.11
"AVIBASE-1DA430B8","Cyanocitta cristata","Cyanocitta cristata","9/27/2022",2482593,14987744,14987662,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482593&occurrence_status=present","manual",6774521,3101,2472.8,36.95,-25.8699999999999
"AVIBASE-2225D685","Cyanocitta stelleri","Cyanocitta stelleri","9/27/2022",2482598,1792002,1791568,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482598&occurrence_status=present","manual",684624,3144.4,2489.8,41.29,-24.17
"AVIBASE-B86C504C","Cygnus buccinator","Cygnus buccinator","9/27/2022",2498345,598468,598451,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498345&occurrence_status=present","manual",356444,3163.2,2377,43.17,-35.45
"AVIBASE-0BCBA6B9","Cygnus columbianus","Cygnus columbianus","9/27/2022",2498338,747136,744467,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498338&occurrence_status=present","manual",274241,3166.6,2358.8,43.51,-37.27
"AVIBASE-694C127A","Cygnus olor","Cygnus olor","9/27/2022",2498343,4216934,4213784,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498343&occurrence_status=present","manual",1890435,3173,2433.2,44.15,-29.83
"AVIBASE-C29BA985","Cynanthus latirostris","Cynanthus latirostris","9/27/2022",5228542,245565,245539,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228542&occurrence_status=present","manual",158191,3161,2601.2,42.95,-13.03
"AVIBASE-E4A5B66A","Dendragapus fuliginosus","Dendragapus fuliginosus","9/24/2022",7340146,40913,40890,NA,"code",38285,3088.6,2526.6,35.71,-20.49
"AVIBASE-C01A22D6","Dendrocygna autumnalis","Dendrocygna autumnalis","9/27/2022",2498393,640380,640339,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498393&occurrence_status=present","manual",263129,3159.8,2550.2,42.83,-18.13
"AVIBASE-9A60617E","Dendrocygna bicolor","Dendrocygna bicolor","9/27/2022",2498402,101810,101796,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498402&occurrence_status=present","manual",52106,3168.4,2576,43.6900000000001,-15.55
"AVIBASE-F845062F","Dolichonyx oryzivorus","Dolichonyx oryzivorus","9/27/2022",2484417,620005,619921,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484417&occurrence_status=present","manual",340404,3161.6,2485,43.01,-24.65
"AVIBASE-6C74415D","Dryobates albolarvatus","Dryobates albolarvatus","9/24/2022",10876512,70451,70451,NA,"code",70162,3094.4,2574.2,36.29,-15.73
"AVIBASE-0BFCAE79","Dryobates borealis","Dryobates borealis","9/24/2022",10742338,35899,35899,NA,"code",35210,3075,2698.6,34.35,-3.28999999999996
"AVIBASE-FA087E52","Dryobates nuttallii","Dryobates nuttallii","9/27/2022",9088491,755207,755196,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9088491&occurrence_status=present","manual",223725,3140,2611,40.85,-12.05
"AVIBASE-1B2A6386","Dryobates pubescens","Dryobates pubescens","9/27/2022",9149595,12045871,12045758,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9149595&occurrence_status=present","manual",5300055,3159.8,2438.8,42.83,-29.27
"AVIBASE-2CE418F2","Dryobates scalaris","Dryobates scalaris","9/27/2022",8959883,725506,725464,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8959883&occurrence_status=present","manual",189658,3166.6,2597.4,43.51,-13.41
"AVIBASE-9D06AF89","Dryobates villosus","Dryobates villosus","9/27/2022",10211179,4609712,4609710,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=10211179&occurrence_status=present","manual",2442537,3145.2,2425.6,41.37,-30.59
"AVIBASE-00635FF9","Dryocopus pileatus","Dryocopus pileatus","9/27/2022",5228824,3365509,3365468,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228824&occurrence_status=present","manual",1672254,3107.8,2441.2,37.6300000000001,-29.03
"AVIBASE-95B77F08","Dumetella carolinensis","Dumetella carolinensis","9/27/2022",2494936,5847240,5847123,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494936&occurrence_status=present","manual",2533716,3173.8,2444,44.23,-28.75
"AVIBASE-11512CF4","Egretta caerulea","Egretta caerulea","9/27/2022",2480894,1462634,1462005,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480894&occurrence_status=present","manual",610686,3160.4,2514.2,42.89,-21.73
"AVIBASE-AA7901D8","Egretta thula","Egretta thula","9/27/2022",2480873,2994359,2993687,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480873&occurrence_status=present","manual",1338889,3181,2527.4,44.95,-20.41
"AVIBASE-031409C7","Egretta tricolor","Egretta tricolor","9/27/2022",2480881,1052347,1051714,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480881&occurrence_status=present","manual",390519,3158.2,2536,42.67,-19.55
"AVIBASE-1BAC6645","Elanoides forficatus","Elanoides forficatus","9/27/2022",2480461,250480,250482,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480461&occurrence_status=present","manual",103939,3101.2,2567,36.97,-16.45
"AVIBASE-CAA5E106","Elanus leucurus","Elanus leucurus","9/27/2022",2480367,409249,409213,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480367&occurrence_status=present","manual",308232,3166.6,2583.8,43.51,-14.77
"AVIBASE-08E818A7","Emberiza schoeniclus","Emberiza schoeniclus","9/27/2022",2491557,2552168,2546719,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491557&occurrence_status=present","manual",1043023,3194,2437,46.25,-29.45
"AVIBASE-33808812","Empidonax alnorum","Empidonax alnorum","9/27/2022",2482809,404454,404433,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482809&occurrence_status=present","manual",139698,3102.6,2409,37.11,-32.25
"AVIBASE-44A20283","Empidonax difficilis","Empidonax difficilis","9/27/2022",9568685,525760,525622,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9568685&occurrence_status=present","manual",240748,3174.2,2499,44.27,-23.25
"AVIBASE-7B0669CB","Empidonax flaviventris","Empidonax flaviventris","9/27/2022",2482785,212119,212083,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482785&occurrence_status=present","manual",126845,3131,2424.4,39.95,-30.71
"AVIBASE-1EB2595E","Empidonax hammondii","Empidonax hammondii","9/27/2022",2482800,191790,191644,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482800&occurrence_status=present","manual",160006,3170.2,2425.4,43.87,-30.61
"AVIBASE-F5837054","Empidonax minimus","Empidonax minimus","9/27/2022",2482791,894520,894454,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482791&occurrence_status=present","manual",593781,3157.4,2433.6,42.59,-29.79
"AVIBASE-499FFF98","Empidonax oberholseri","Empidonax oberholseri","9/27/2022",2482803,188583,188455,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482803&occurrence_status=present","manual",106660,3171.6,2466.2,44.01,-26.53
"AVIBASE-6FD04659","Empidonax occidentalis","Empidonax occidentalis","9/27/2022",2482805,122380,122192,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482805&occurrence_status=present","manual",62317,3135.2,2490.4,40.37,-24.11
"AVIBASE-5BC4E0EF","Empidonax traillii","Empidonax traillii","9/27/2022",2482786,661018,660954,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482786&occurrence_status=present","manual",406135,3174.2,2508.2,44.27,-22.33
"AVIBASE-2778A3F4","Empidonax virescens","Empidonax virescens","9/27/2022",2482802,496871,496827,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482802&occurrence_status=present","manual",232591,3104,2550.6,37.25,-18.09
"AVIBASE-DACF7A98","Empidonax wrightii","Empidonax wrightii","9/27/2022",9585359,108944,108880,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9585359&occurrence_status=present","manual",26153,3174.2,2544,44.27,-18.75
"AVIBASE-FC0A1D95","Eremophila alpestris","Eremophila alpestris","9/27/2022",9415596,1405666,1402567,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9415596&occurrence_status=present","manual",550454,3183,2340.2,45.15,-39.13
"AVIBASE-C809B2B9","Erithacus rubecula","Erithacus rubecula","9/27/2022",2492462,6437048,6423477,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492462&occurrence_status=present","manual",2403107,3199,2461.8,46.75,-26.97
"AVIBASE-74EDE3CA","Eudocimus albus","Eudocimus albus","9/27/2022",5229205,1426994,1426470,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229205&occurrence_status=present","manual",589072,3150.4,2561.4,41.89,-17.01
"AVIBASE-5F77FED5","Euphagus carolinus","Euphagus carolinus","9/27/2022",2484184,441091,441054,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484184&occurrence_status=present","manual",351674,3171.8,2389.8,44.03,-34.17
"AVIBASE-EA5E858A","Euphagus cyanocephalus","Euphagus cyanocephalus","9/27/2022",2484183,1449162,1449073,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484183&occurrence_status=present","manual",420799,3183,2460.2,45.15,-27.13
"AVIBASE-F3DA111C","Falco columbarius","Falco columbarius","9/27/2022",9813242,1381305,1377860,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9813242&occurrence_status=present","manual",534786,3196.4,2367.8,46.49,-36.3699999999999
"AVIBASE-47E58408","Falco peregrinus","Falco peregrinus","9/27/2022",2481047,1939016,1933428,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481047&occurrence_status=present","manual",712878,3195.6,2336.8,46.41,-39.47
"AVIBASE-20C2214E","Falco sparverius","Falco sparverius","9/27/2022",9685907,3935093,3933695,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9685907&occurrence_status=present","manual",1719423,3183,2405.4,45.15,-32.61
"AVIBASE-66F7EC4B","Ficedula hypoleuca","Ficedula hypoleuca","9/27/2022",2492606,1848474,1831249,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492606&occurrence_status=present","manual",811346,3166,2499,43.45,-23.25
"AVIBASE-37F52281","Fringilla coelebs","Fringilla coelebs","9/27/2022",2494422,6000863,5974669,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494422&occurrence_status=present","manual",2031321,3198,2445.4,46.65,-28.61
"AVIBASE-E16B2C03","Fringilla montifringilla","Fringilla montifringilla","9/27/2022",2494441,1208299,1203281,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494441&occurrence_status=present","manual",431429,3183,2315.2,45.15,-41.63
"AVIBASE-4FB248BA","Fulica americana","Fulica americana","9/27/2022",2474393,4088057,4087992,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2474393&occurrence_status=present","manual",2344189,3183,2438.2,45.15,-29.33
"AVIBASE-F5C8516D","Gallinago delicata","Gallinago delicata","9/27/2022",2481817,1064029,1063974,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481817&occurrence_status=present","manual",231401,3181.8,2392,45.03,-33.95
"AVIBASE-9151E0BA","Gallinago gallinago","Gallinago gallinago","9/27/2022",2481819,1578777,1575745,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481819&occurrence_status=present","manual",619326,3199,2323.4,46.75,-40.81
"AVIBASE-3EF081A8","Gallinula galeata","Gallinula galeata","9/27/2022",7340222,1196825,1196802,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7340222&occurrence_status=present","manual",707175,3166.6,2531.6,43.51,-19.99
"AVIBASE-7E022378","Gavia immer","Gavia immer","9/27/2022",2481962,2116046,2113396,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481962&occurrence_status=present","manual",670853,3174.8,2364.4,44.33,-36.71
"AVIBASE-DB5DABCF","Geococcyx californianus","Geococcyx californianus","9/27/2022",2496459,377756,377729,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2496459&occurrence_status=present","manual",63316,3183,2620.8,45.15,-11.0699999999999
"AVIBASE-8C105C3C","Geothlypis formosa","Geothlypis formosa","9/27/2022",6093586,210577,210529,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093586&occurrence_status=present","manual",70669,3146,2557.6,41.45,-17.39
"AVIBASE-1A0096F2","Geothlypis philadelphia","Geothlypis philadelphia","9/27/2022",5789148,231887,231849,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789148&occurrence_status=present","manual",196015,3142,2469,41.05,-26.25
"AVIBASE-85106518","Geothlypis tolmiei","Geothlypis tolmiei","9/27/2022",5789146,320910,320699,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789146&occurrence_status=present","manual",128808,3178.4,2490.8,44.6900000000001,-24.07
"AVIBASE-BA4C8A02","Geothlypis trichas","Geothlypis trichas","9/28/2022",2489670,5410321,5409658,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489670&occurrence_status=present","manual",2421042,3181.8,2424,45.03,-30.75
"AVIBASE-23863F65","Gull sp.","Larus delawarensis","9/28/2022",2481134,7420547,7419935,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481134&occurrence_status=present","manual",3049701,3181.8,2414.4,45.03,-31.71
"AVIBASE-A6905B3C","Gymnorhinus cyanocephalus","Gymnorhinus cyanocephalus","9/24/2022",5229498,73549,73529,NA,"code",71936,3160.6,2522,42.91,-20.95
"AVIBASE-BD49DB46","Haematopus bachmani","Haematopus bachmani","9/28/2022",2480272,259085,259074,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480272&occurrence_status=present","manual",64119,3090.8,2601.2,35.9300000000001,-13.03
"AVIBASE-981CE782","Haematopus palliatus","Haematopus palliatus","9/28/2022",2480273,443371,442789,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480273&occurrence_status=present","manual",81234,3119,2632.6,38.75,-9.88999999999999
"AVIBASE-AC1E519F","Haemorhous cassinii","Haemorhous cassinii","9/28/2022",8255548,295378,295144,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8255548&occurrence_status=present","manual",230989,3173.6,2492.6,44.21,-23.89
"AVIBASE-89431E9F","Haemorhous mexicanus","Haemorhous mexicanus","9/28/2022",8323485,11614408,11614259,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8323485&occurrence_status=present","manual",5513583,3183,2473.4,45.15,-25.81
"AVIBASE-B4EE123D","Haemorhous purpureus","Haemorhous purpureus","9/28/2022",7804446,1925290,1925180,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7804446&occurrence_status=present","manual",863738,3169.4,2438.4,43.79,-29.31
"AVIBASE-FED3756C","Haliaeetus leucocephalus","Haliaeetus leucocephalus","9/28/2022",2480446,4794622,4794121,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480446&occurrence_status=present","manual",2377408,3162,2366.4,43.05,-36.51
"AVIBASE-295C4CD6","Helmitheros vermivorum","Helmitheros vermivorum","9/28/2022",2489603,238403,238365,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489603&occurrence_status=present","manual",32481,3137.8,2559.8,40.6300000000001,-17.17
"AVIBASE-D543132B","Himantopus mexicanus","Himantopus mexicanus","9/28/2022",5229128,1179507,1178896,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229128&occurrence_status=present","manual",733588,3178.2,2528.8,44.67,-20.27
"AVIBASE-869C978C","Hippolais icterina","Hippolais icterina","9/28/2022",2493220,370268,367261,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493220&occurrence_status=present","manual",104351,3190.8,2518,45.9300000000001,-21.35
"AVIBASE-58C502EA","Hirundo rustica","Hirundo rustica","9/28/2022",9515886,11311796,11285574,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9515886&occurrence_status=present","manual",4720570,3199,2360.6,46.75,-37.09
"AVIBASE-BC06BC0D","Hydroprogne caspia","Hydroprogne caspia","9/28/2022",2481236,1668253,1662681,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481236&occurrence_status=present","manual",602488,3195.8,2439.8,46.4300000000001,-29.17
"AVIBASE-8E1D9327","Hylocichla mustelina","Hylocichla mustelina","9/28/2022",2490872,1441728,1441663,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490872&occurrence_status=present","manual",882772,3146,2525,41.45,-20.65
"AVIBASE-734C73A9","Icteria virens","Icteria virens","9/28/2022",2489989,624798,624690,"https://www.gbif.org/occurrence/search?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489989&occurrence_status=present","manual",406211,3177.6,2531.4,44.61,-20.01
"AVIBASE-7E65A952","Icterus bullockii","Icterus bullockii","9/28/2022",5229864,598862,598788,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229864&occurrence_status=present","manual",278044,3175,2525,44.35,-20.65
"AVIBASE-526A3692","Icterus cucullatus","Icterus cucullatus","9/28/2022",5229882,402238,402221,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229882&occurrence_status=present","manual",55575,3175.8,2575.2,44.4300000000001,-15.63
"AVIBASE-5110842F","Icterus galbula","Icterus galbula","9/28/2022",2484340,2694836,2694708,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484340&occurrence_status=present","manual",1272735,3168.8,2512.2,43.73,-21.93
"AVIBASE-9EE6D524","Icterus parisorum","Icterus parisorum","9/24/2022",5229930,94182,94150,NA,"code",91522,3169.6,2569.6,43.81,-16.19
