Avibase.ID,spname,Species,gbif_dwnld_date,gbif_TaxonKey,maxrecords_in_gbif,maxrecords_PRESENT_only,comments,gbif_dwnld_type
AVIBASE-BBA263C2,Columba livia,Columba livia,9/27/2022,2495414,9234579,9224777,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495414&occurrence_status=present,manual
AVIBASE-BFE74235,Columbina inca,Columbina inca,9/27/2022,2495863,589602,589562,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495863&occurrence_status=present,manual
AVIBASE-F9AED548,Columbina passerina,Columbina passerina,9/27/2022,2495869,623941,623768,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495869&occurrence_status=present,manual
AVIBASE-951C150C,Contopus cooperi,Contopus cooperi,9/27/2022,5229743,373421,373380,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229743&occurrence_status=present,manual
AVIBASE-F6CA75F0,Contopus sordidulus,Contopus sordidulus,9/27/2022,5229754,851860,851672,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229754&occurrence_status=present,manual
AVIBASE-9891BF73,Contopus virens,Contopus virens,9/27/2022,5229734,2292843,2292782,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229734&occurrence_status=present,manual
AVIBASE-4FF7DE80,Coragyps atratus,Coragyps atratus,9/27/2022,2481942,3822829,3822211,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481942&occurrence_status=present,manual
AVIBASE-69544B59,Corvus brachyrhynchos,Corvus brachyrhynchos,9/27/2022,2482507,18286252,18285975,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482507&occurrence_status=present,manual
AVIBASE-2F784967,Corvus brachyrhynchos / caurinus,Corvus brachyrhynchos caurinus,9/24/2022,10812544,2024,2024,NA,code
AVIBASE-43E56D2C,Corvus brachyrhynchos / ossifragus,Corvus ossifragus,9/27/2022,2482481,2073054,2073044,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482481&occurrence_status=present,manual
AVIBASE-2F784967,Corvus caurinus,Corvus caurinus,10/15/2022,2482523,9792,9786,NA,code
AVIBASE-B9B272F4,Corvus corax,Corvus corax,9/27/2022,2482492,7484161,7479509,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482492&occurrence_status=present,manual
AVIBASE-F3B84E07,Corvus cryptoleucus,Corvus cryptoleucus,9/27/2022,2482500,101127,101122,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482500&occurrence_status=present,manual
AVIBASE-F3B84E07,Corvus cryptoleucus / corax,Corvus cryptoleucus,9/27/2022,2482500,101127,101122,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482500&occurrence_status=present,manual
AVIBASE-43E56D2C,Corvus ossifragus,Corvus ossifragus,9/27/2022,2482481,2073054,2073044,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482481&occurrence_status=present,manual
AVIBASE-2B100B36,Coturnicops noveboracensis,Coturnicops noveboracensis,9/24/2022,5228183,13637,13632,NA,code
AVIBASE-1DA430B8,Cyanocitta cristata,Cyanocitta cristata,9/27/2022,2482593,14987744,14987662,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482593&occurrence_status=present,manual
AVIBASE-2225D685,Cyanocitta stelleri,Cyanocitta stelleri,9/27/2022,2482598,1792002,1791568,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482598&occurrence_status=present,manual
AVIBASE-B86C504C,Cygnus buccinator,Cygnus buccinator,9/27/2022,2498345,598468,598451,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498345&occurrence_status=present,manual
AVIBASE-0BCBA6B9,Cygnus columbianus,Cygnus columbianus,9/27/2022,2498338,747136,744467,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498338&occurrence_status=present,manual
AVIBASE-694C127A,Cygnus olor,Cygnus olor,9/27/2022,2498343,4216934,4213784,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498343&occurrence_status=present,manual
AVIBASE-C29BA985,Cynanthus latirostris,Cynanthus latirostris,9/27/2022,5228542,245565,245539,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228542&occurrence_status=present,manual
AVIBASE-E4A5B66A,Dendragapus fuliginosus,Dendragapus fuliginosus,9/24/2022,7340146,40913,40890,NA,code
AVIBASE-C01A22D6,Dendrocygna autumnalis,Dendrocygna autumnalis,9/27/2022,2498393,640380,640339,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498393&occurrence_status=present,manual
AVIBASE-9A60617E,Dendrocygna bicolor,Dendrocygna bicolor,9/27/2022,2498402,101810,101796,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498402&occurrence_status=present,manual
AVIBASE-F845062F,Dolichonyx oryzivorus,Dolichonyx oryzivorus,9/27/2022,2484417,620005,619921,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484417&occurrence_status=present,manual
AVIBASE-6C74415D,Dryobates albolarvatus,Dryobates albolarvatus,9/24/2022,10876512,70451,70451,NA,code
AVIBASE-0BFCAE79,Dryobates borealis,Dryobates borealis,9/24/2022,10742338,35899,35899,NA,code
AVIBASE-FA087E52,Dryobates nuttallii,Dryobates nuttallii,9/27/2022,9088491,755207,755196,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9088491&occurrence_status=present,manual
AVIBASE-1B2A6386,Dryobates pubescens,Dryobates pubescens,9/27/2022,9149595,12045871,12045758,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9149595&occurrence_status=present,manual
AVIBASE-2CE418F2,Dryobates scalaris,Dryobates scalaris,9/27/2022,8959883,725506,725464,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8959883&occurrence_status=present,manual
AVIBASE-9D06AF89,Dryobates villosus,Dryobates villosus,9/27/2022,10211179,4609712,4609710,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=10211179&occurrence_status=present,manual
AVIBASE-00635FF9,Dryocopus pileatus,Dryocopus pileatus,9/27/2022,5228824,3365509,3365468,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5228824&occurrence_status=present,manual
AVIBASE-95B77F08,Dumetella carolinensis,Dumetella carolinensis,9/27/2022,2494936,5847240,5847123,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494936&occurrence_status=present,manual
AVIBASE-11512CF4,Egretta caerulea,Egretta caerulea,9/27/2022,2480894,1462634,1462005,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480894&occurrence_status=present,manual
AVIBASE-AA7901D8,Egretta thula,Egretta thula,9/27/2022,2480873,2994359,2993687,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480873&occurrence_status=present,manual
AVIBASE-031409C7,Egretta tricolor,Egretta tricolor,9/27/2022,2480881,1052347,1051714,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480881&occurrence_status=present,manual
AVIBASE-1BAC6645,Elanoides forficatus,Elanoides forficatus,9/27/2022,2480461,250480,250482,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480461&occurrence_status=present,manual
AVIBASE-CAA5E106,Elanus leucurus,Elanus leucurus,9/27/2022,2480367,409249,409213,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480367&occurrence_status=present,manual
AVIBASE-08E818A7,Emberiza schoeniclus,Emberiza schoeniclus,9/27/2022,2491557,2552168,2546719,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491557&occurrence_status=present,manual
AVIBASE-33808812,Empidonax alnorum,Empidonax alnorum,9/27/2022,2482809,404454,404433,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482809&occurrence_status=present,manual
AVIBASE-44A20283,Empidonax difficilis,Empidonax difficilis,9/27/2022,9568685,525760,525622,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9568685&occurrence_status=present,manual
AVIBASE-7B0669CB,Empidonax flaviventris,Empidonax flaviventris,9/27/2022,2482785,212119,212083,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482785&occurrence_status=present,manual
AVIBASE-1EB2595E,Empidonax hammondii,Empidonax hammondii,9/27/2022,2482800,191790,191644,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482800&occurrence_status=present,manual
AVIBASE-F5837054,Empidonax minimus,Empidonax minimus,9/27/2022,2482791,894520,894454,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482791&occurrence_status=present,manual
AVIBASE-499FFF98,Empidonax oberholseri,Empidonax oberholseri,9/27/2022,2482803,188583,188455,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482803&occurrence_status=present,manual
AVIBASE-6FD04659,Empidonax occidentalis,Empidonax occidentalis,9/27/2022,2482805,122380,122192,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482805&occurrence_status=present,manual
AVIBASE-499FFF98,Empidonax sp.,Empidonax oberholseri,9/27/2022,2482803,188583,188455,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482803&occurrence_status=present,manual
AVIBASE-5BC4E0EF,Empidonax traillii,Empidonax traillii,9/27/2022,2482786,661018,660954,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482786&occurrence_status=present,manual
AVIBASE-2778A3F4,Empidonax virescens,Empidonax virescens,9/27/2022,2482802,496871,496827,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482802&occurrence_status=present,manual
AVIBASE-DACF7A98,Empidonax wrightii,Empidonax wrightii,9/27/2022,9585359,108944,108880,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9585359&occurrence_status=present,manual
AVIBASE-FC0A1D95,Eremophila alpestris,Eremophila alpestris,9/27/2022,9415596,1405666,1402567,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9415596&occurrence_status=present,manual
AVIBASE-C809B2B9,Erithacus rubecula,Erithacus rubecula,9/27/2022,2492462,6437048,6423477,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492462&occurrence_status=present,manual
AVIBASE-74EDE3CA,Eudocimus albus,Eudocimus albus,9/27/2022,5229205,1426994,1426470,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229205&occurrence_status=present,manual
AVIBASE-5F77FED5,Euphagus carolinus,Euphagus carolinus,9/27/2022,2484184,441091,441054,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484184&occurrence_status=present,manual
AVIBASE-EA5E858A,Euphagus cyanocephalus,Euphagus cyanocephalus,9/27/2022,2484183,1449162,1449073,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484183&occurrence_status=present,manual
AVIBASE-F3DA111C,Falco columbarius,Falco columbarius,9/27/2022,9813242,1381305,1377860,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9813242&occurrence_status=present,manual
AVIBASE-47E58408,Falco peregrinus,Falco peregrinus,9/27/2022,2481047,1939016,1933428,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481047&occurrence_status=present,manual
AVIBASE-20C2214E,Falco sparverius,Falco sparverius,9/27/2022,9685907,3935093,3933695,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9685907&occurrence_status=present,manual
AVIBASE-66F7EC4B,Ficedula hypoleuca,Ficedula hypoleuca,9/27/2022,2492606,1848474,1831249,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492606&occurrence_status=present,manual
AVIBASE-37F52281,Fringilla coelebs,Fringilla coelebs,9/27/2022,2494422,6000863,5974669,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494422&occurrence_status=present,manual
AVIBASE-E16B2C03,Fringilla montifringilla,Fringilla montifringilla,9/27/2022,2494441,1208299,1203281,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494441&occurrence_status=present,manual
AVIBASE-4FB248BA,Fulica americana,Fulica americana,9/27/2022,2474393,4088057,4087992,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2474393&occurrence_status=present,manual
AVIBASE-F5C8516D,Gallinago delicata,Gallinago delicata,9/27/2022,2481817,1064029,1063974,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481817&occurrence_status=present,manual
AVIBASE-9151E0BA,Gallinago gallinago,Gallinago gallinago,9/27/2022,2481819,1578777,1575745,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481819&occurrence_status=present,manual
AVIBASE-3EF081A8,Gallinula galeata,Gallinula galeata,9/27/2022,7340222,1196825,1196802,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7340222&occurrence_status=present,manual
AVIBASE-7E022378,Gavia immer,Gavia immer,9/27/2022,2481962,2116046,2113396,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481962&occurrence_status=present,manual
AVIBASE-DB5DABCF,Geococcyx californianus,Geococcyx californianus,9/27/2022,2496459,377756,377729,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2496459&occurrence_status=present,manual
AVIBASE-8C105C3C,Geothlypis formosa,Geothlypis formosa,9/27/2022,6093586,210577,210529,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093586&occurrence_status=present,manual
AVIBASE-1A0096F2,Geothlypis philadelphia,Geothlypis philadelphia,9/27/2022,5789148,231887,231849,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789148&occurrence_status=present,manual
AVIBASE-85106518,Geothlypis tolmiei,Geothlypis tolmiei,9/27/2022,5789146,320910,320699,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789146&occurrence_status=present,manual
AVIBASE-BA4C8A02,Geothlypis trichas,Geothlypis trichas,9/28/2022,2489670,5410321,5409658,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489670&occurrence_status=present,manual
AVIBASE-23863F65,Gull sp.,Larus delawarensis,9/28/2022,2481134,7420547,7419935,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481134&occurrence_status=present,manual
AVIBASE-A6905B3C,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,9/24/2022,5229498,73549,73529,NA,code
AVIBASE-BD49DB46,Haematopus bachmani,Haematopus bachmani,9/28/2022,2480272,259085,259074,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480272&occurrence_status=present,manual
AVIBASE-C078081E,Haematopus moquini,Haematopus moquini,8/2/2023,2480263,44933,44933,NA,code
AVIBASE-981CE782,Haematopus palliatus,Haematopus palliatus,9/28/2022,2480273,443371,442789,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480273&occurrence_status=present,manual
AVIBASE-AC1E519F,Haemorhous cassinii,Haemorhous cassinii,9/28/2022,8255548,295378,295144,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8255548&occurrence_status=present,manual
AVIBASE-89431E9F,Haemorhous mexicanus,Haemorhous mexicanus,9/28/2022,8323485,11614408,11614259,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8323485&occurrence_status=present,manual
AVIBASE-B4EE123D,Haemorhous purpureus,Haemorhous purpureus,9/28/2022,7804446,1925290,1925180,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7804446&occurrence_status=present,manual
